URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,4,0,0.108108107,10.57142857,0.283783784,4.342084942,10.57142857,21,74,1.986486486,0,0.135135135
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,10,-0.333333311,0.153061223,19.6,0.346938776,7.97877551,19.6,34,98,2.091836735,0,0.102040816
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,24,18,0.142857139,0.161538461,18.57142857,0.346153846,7.567032967,18.57142857,90,260,2.223076923,0,0.038461538
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,13,33,-0.434782599,0.154362416,8.054054054,0.244966443,3.319608199,8.054054054,73,298,1.993288591,0,0.033557047
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,6,31,-0.675675657,0.130742049,12.30434783,0.215547703,5.007958212,12.30434783,61,283,1.901060071,0,0.035335689
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,30,44,-0.189189187,0.128027681,11.56,0.325259516,4.754103806,11.56,188,578,2.081314879,0,0.017301038
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,20,-0.599999976,0.123152709,7.518518519,0.221674877,3.096077358,7.518518519,45,203,1.84729064,0,0.049261084
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,22,16,0.157894733,0.109826589,9.885714286,0.271676301,4.062956235,9.885714286,94,346,2.011560694,0,0.028901734
145,https://insights.blackcoffer.com/blockchain-in-fintech/,12,11,0.043478259,0.084870848,9.678571429,0.276752768,3.982129678,9.678571429,75,271,2.007380074,0,0.036900369
146,https://insights.blackcoffer.com/blockchain-for-payments/,20,27,-0.148936167,0.135057471,9.405405405,0.293103448,3.879403541,9.405405405,102,348,2.034482759,0,0.028735632
147,https://insights.blackcoffer.com/the-future-of-investing/,21,11,0.31249999,0.071748879,9.102040816,0.271300448,3.749336506,9.102040816,121,446,2.00896861,0,0.022421525
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,18,28,-0.2173913,0.141104294,5.719298246,0.331288344,2.420234636,5.719298246,108,326,2.082822086,0,0.030674847
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,20,7,0.481481464,0.100746268,19.14285714,0.388059701,7.812366738,19.14285714,104,268,2.302238806,0,0.037313433
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,19,33,-0.269230764,0.164556962,5.096774194,0.291139241,2.155165374,5.096774194,92,316,2.091772152,0,0.03164557
